Times,NpuID(Idx),ChipId(Idx),Pwr(W),Temp(C),AI Core(%),AI Cpu(%),Ctrl Cpu(%),Memory(%),Memory BW(%),Adjusted CPU Power (W),CPU Energy (J),Total Energy (J)
101,0,0,8.3,48,0,15,93,82,4,27.78571429,4.167857143,4.167857143
102,0,0,8.3,48,0,24,98,82,7,27.78571429,6.668571429,6.668571429
103,0,0,8.3,48,0,23,94,82,3,27.78571429,6.390714286,6.390714286
104,0,0,8.3,48,0,36,97,82,3,27.78571429,10.00285714,10.00285714
105,0,0,8.3,48,0,16,94,82,2,27.78571429,4.445714286,4.445714286
106,0,0,8.3,48,0,27,97,82,8,27.78571429,7.502142857,7.502142857
107,0,0,8.3,48,0,16,95,82,3,27.78571429,4.445714286,4.445714286
108,0,0,8.3,48,0,15,94,82,5,27.78571429,4.167857143,4.167857143
109,0,0,8.3,48,0,13,97,82,2,27.78571429,3.612142857,3.612142857
110,0,0,8.2,48,0,10,93,82,2,27.78571429,2.778571429,2.778571429
111,0,0,8.2,48,0,18,95,82,3,27.78571429,5.001428571,5.001428571
112,0,0,8.3,48,0,15,97,82,3,27.78571429,4.167857143,4.167857143
113,0,0,8.3,48,0,8,94,82,1,27.78571429,2.222857143,2.222857143
114,0,0,8.3,48,0,23,95,82,6,27.78571429,6.390714286,6.390714286
115,0,0,8.2,48,0,9,97,82,9,27.78571429,2.500714286,2.500714286
116,0,0,8.3,48,0,27,93,82,2,27.78571429,7.502142857,7.502142857
117,0,0,8.3,48,0,17,97,82,2,27.78571429,4.723571429,4.723571429
118,0,0,8.2,48,0,14,96,82,3,27.78571429,3.89,3.89
119,0,0,8.2,48,0,17,93,82,3,27.78571429,4.723571429,4.723571429
120,0,0,8.2,48,0,20,98,82,2,27.78571429,5.557142857,5.557142857
121,0,0,8.3,48,0,13,94,82,4,27.78571429,3.612142857,3.612142857
122,0,0,8.3,48,0,18,97,82,2,27.78571429,5.001428571,5.001428571
123,0,0,8.2,48,0,8,94,82,5,27.78571429,2.222857143,2.222857143
124,0,0,8.2,48,0,20,95,82,2,27.78571429,5.557142857,5.557142857
125,0,0,8.2,48,0,15,98,82,2,27.78571429,4.167857143,4.167857143
126,0,0,8.2,48,0,9,98,82,4,27.78571429,2.500714286,2.500714286
127,0,0,8.2,48,0,24,93,82,4,27.78571429,6.668571429,6.668571429
128,0,0,8.2,48,0,29,95,82,3,27.78571429,8.057857143,8.057857143
129,0,0,8.2,48,0,16,96,82,4,27.78571429,4.445714286,4.445714286
130,0,0,8.3,48,0,13,70,83,8,27.78571429,3.612142857,3.612142857
131,0,0,8.3,48,0,13,72,83,6,27.78571429,3.612142857,3.612142857
132,0,0,8.3,48,0,11,65,85,7,27.78571429,3.056428571,3.056428571
133,0,0,8.3,48,0,15,64,86,3,27.78571429,4.167857143,4.167857143
134,0,0,8.3,48,0,11,81,83,2,27.78571429,3.056428571,3.056428571
135,0,0,8.3,48,0,15,98,83,2,27.78571429,4.167857143,4.167857143
136,0,0,8.3,48,0,23,96,83,2,27.78571429,6.390714286,6.390714286
137,0,0,8.2,48,0,13,94,83,3,27.78571429,3.612142857,3.612142857
138,0,0,8.3,48,0,18,95,83,2,27.78571429,5.001428571,5.001428571
139,0,0,8.2,48,0,15,95,83,3,27.78571429,4.167857143,4.167857143
140,0,0,8.2,48,0,17,98,83,5,27.78571429,4.723571429,4.723571429
141,0,0,8.2,48,0,26,96,83,2,27.78571429,7.224285714,7.224285714
142,0,0,8.2,48,0,12,93,83,2,27.78571429,3.334285714,3.334285714
143,0,0,8.2,48,0,26,98,83,8,27.78571429,7.224285714,7.224285714
144,0,0,8.2,48,0,27,95,83,8,27.78571429,7.502142857,7.502142857
145,0,0,8.2,48,0,30,94,83,2,27.78571429,8.335714286,8.335714286
146,0,0,8.3,48,0,14,98,83,6,27.78571429,3.89,3.89
147,0,0,8.3,48,0,33,95,83,4,27.78571429,9.169285714,9.169285714
148,0,0,8.3,48,0,11,94,83,3,27.78571429,3.056428571,3.056428571
149,0,0,8.3,48,0,19,98,83,15,27.78571429,5.279285714,5.279285714
150,0,0,8.3,48,0,12,91,83,4,27.78571429,3.334285714,3.334285714
151,0,0,8.3,48,0,39,96,83,2,27.78571429,10.83642857,10.83642857
152,0,0,8.3,48,0,24,95,83,3,27.78571429,6.668571429,6.668571429
153,0,0,8.3,48,0,23,98,83,5,27.78571429,6.390714286,6.390714286
154,0,0,8.3,48,0,14,93,83,4,27.78571429,3.89,3.89
155,0,0,8.3,48,0,21,93,83,2,27.78571429,5.835,5.835
156,0,0,8.3,48,0,28,98,83,3,27.78571429,7.78,7.78
157,0,0,8.3,48,0,23,98,83,5,27.78571429,6.390714286,6.390714286
158,0,0,8.3,48,0,14,95,83,3,27.78571429,3.89,3.89
